Specimen_Filename,scientificName,flower_len_cm,flower_len_cm_log,corolla_base_cm,corolla_base_cm_log,corolla_apex_cm,corolla_apex_cm_log,base_apex_ratio,base_apex_ratio_log,degree_curvature,degree_curvature_log,stamen_ex_cm,stamen_ex_cm_log,anther_width_cm,anther_width_cm_log,anther_len_cm,anther_len_cm_log,leaf_area_cm2 ,leaf_area_cm2_log,leaf_len_cm ,leaf_len_cm_log,leaf_width_cm ,leaf_width_cm_log,leaf_len_width_ratio,leaf_len_width_ratio_log,decimallongtitude,decimallatitude
C_sciaphilus_MO-1290857,C_sciaphilus,3.054,0.484869033,0.347,-0.459670525,0.797,-0.098541679,0.435382685,-0.361128847,135.187,2.130934931,1.117,0.048053173,0.335,-0.474955193,0.684,-0.164943898,83.197,1.920107666,19.644,1.293229925,7.035,0.847264102,2.792324094,0.445965824,N/A,N/A
C_sciaphilus_MO-1290859,C_sciaphilus,3.361,0.526468512,0.525,-0.279840697,0.907,-0.042392713,0.578831312,-0.237447984,152.635,2.183654131,1.083,0.034628457,0.344,-0.463441557,0.725,-0.139661993,64.351,1.8085553,17.356,1.239449641,6.029,0.780245284,2.878752695,0.459204358,N/A,N/A
C_sciaphilus_MO-1292425,C_sciaphilus,3.47,0.540329475,0.554,-0.256490235,1.203,0.080265627,0.460515378,-0.336755863,128.628,2.109335517,1.425,0.153814864,0.344,-0.463441557,0.726,-0.139063379,148.579,2.171957431,23.408,1.369364309,8.802,0.944581364,2.659395592,0.424782945,N/A,N/A
C_semperflorens_MO-1290860,C_semperflorens,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102.971,2.01271493,20.801,1.318084214,7.953,0.900530982,2.61549101,0.417553232,-76.066667,2.216667
C_semperflorens_MO-1290860,C_semperflorens,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88.137,1.945158264,19.496,1.289945516,6.853,0.835880732,2.844885452,0.454064784,-76.066667,2.216667
C_semperflorens_MO-1290861,C_semperflorens,3.837,0.583991799,0.595,-0.225483034,1.08,0.033423755,0.550925926,-0.25890679,153.807,2.186976101,1.413,0.150142162,0.307,-0.512861625,0.804,-0.094743951,63.764,1.804575553,12.856,1.109105864,6.969,0.843170465,1.844740996,0.265935399,N/A,N/A
C_semperflorens_MO-2866439,C_semperflorens,4.181,0.621280168,0.749,-0.125518182,1.217,0.085290578,0.615447823,-0.210808761,154.195,2.188070291,1.59,0.201397124,0.241,-0.617982957,0.812,-0.090443971,46.853,1.670737404,12.047,1.08087891,5.347,0.728110184,2.253039087,0.352768726,-75.833333,3.333333
C_silvaticus_MO-1290863,C_silvaticus,3.183,0.502836639,0.333,-0.477555766,0.937,-0.028260409,0.355389541,-0.449295357,152.063,2.182023554,1.624,0.210586025,0.347,-0.459670525,0.727,-0.138465589,7.309,0.863857962,10.417,1.017742664,0.991,-0.003926346,10.51160444,1.02166901,-78.356667,-5.244444
C_silvaticus_MO-1290863,C_silvaticus,3.116,0.493597449,0.296,-0.528708289,0.853,-0.069050969,0.347010551,-0.45965732,129.34,2.111732857,1.379,0.139564266,0.264,-0.578396073,0.656,-0.183096161,7.082,0.850155922,10.594,1.025059969,0.962,-0.016824928,11.01247401,1.041884897,-78.356667,-5.244444
C_silvaticus_MO-286673,C_silvaticus,3.074,0.487703863,0.466,-0.331614083,0.912,-0.040005162,0.510964912,-0.291608922,132.822,2.123270015,1.214,0.084218687,0.324,-0.48945499,0.696,-0.15739076,20.556,1.312938609,15.974,1.20341368,1.722,0.236033147,9.276422764,0.967380533,-78.229444,-4.618889
C_silvaticus_MO-286673,C_silvaticus,2.994,0.476251796,0.364,-0.438898616,0.965,-0.015472687,0.377202073,-0.42342593,140.086,2.146394735,0.85,-0.070581074,0.295,-0.530177984,0.552,-0.258060922,14.305,1.155487862,12.397,1.093316601,1.713,0.233757363,7.237011092,0.859559238,-78.229444,-4.618889
C_silvaticus_MO-286674,C_silvaticus,2.771,0.442636526,0.401,-0.396855627,0.921,-0.03574037,0.435396308,-0.361115258,149.814,2.1755524,1.296,0.112605002,0.252,-0.598599459,0.603,-0.219682688,18.27,1.261738547,14.216,1.152777415,2.014,0.304059466,7.058589871,0.848717949,-78.338333,-5.030833
C_silvaticus_MO-286675,C_silvaticus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.398,1.264770615,15.076,1.178286129,1.872,0.272305844,8.053418803,0.905980284,-78.339722,-5.055556
C_silvaticus_MO-346923,C_silvaticus,2.598,0.414639147,0.419,-0.377785977,0.694,-0.15864053,0.603746398,-0.219145447,139.279,2.14388564,1.04,0.017033339,0.324,-0.48945499,0.751,-0.124360063,11.422,1.057742156,12.855,1.109072081,1.253,0.097951071,10.25937749,1.01112101,-78.229444,-4.618889
C_silvaticus_MO-346925,C_silvaticus,3.231,0.509336958,0.317,-0.498940738,0.834,-0.078833949,0.380095923,-0.420106788,132.58,2.122478015,1.348,0.129689892,0.242,-0.616184634,0.679,-0.168130226,10.238,1.010215125,11.795,1.071697945,1.318,0.11991541,8.949165402,0.951782535,-78.359444,-5.244444
C_solanifolius_MO-1052291,C_solanifolius,3.749,0.57391544,0.686,-0.163675884,1.002,0.000867722,0.684630739,-0.164543606,151.749,2.181125838,1.172,0.068927612,0.232,-0.634512015,0.734,-0.13430394,45.484,1.657858651,11.597,1.064345657,5.545,0.74390155,2.091433724,0.320444107,-85.401389,10.880556
C_solanifolius_MO-1052292,C_solanifolius,3.444,0.537063143,0.414,-0.382999659,0.794,-0.100179498,0.521410579,-0.282820161,154.175,2.188013957,1.256,0.098989639,0.309,-0.510041521,0.75,-0.124938737,30.969,1.490927182,12.077,1.081959066,4.076,0.610234175,2.962953876,0.471724891,-84.816667,10.316667
C_solanifolius_MO-1052293,C_solanifolius,3.765,0.575764981,0.478,-0.320572103,0.735,-0.133712661,0.650340136,-0.186859442,162.154,2.209927666,1.445,0.159867847,0.259,-0.586700236,0.663,-0.178486472,32.582,1.512977739,10.832,1.034708651,4.581,0.660960292,2.364549225,0.37374836,-84.75,10.294444
C_solanifolius_MO-1052294,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.508,1.537919789,13.473,1.12946431,4.508,0.653983907,2.988686779,0.475480402,-83.713889,10.984722
C_solanifolius_MO-1052294,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.125,1.478927056,12.244,1.087923321,4.198,0.623042434,2.916626965,0.464880887,-83.713889,10.984722
C_solanifolius_MO-1052295,C_solanifolius,4.125,0.615423953,0.57,-0.244125144,1.254,0.098297536,0.454545455,-0.342422681,164.778,2.216899227,0.989,-0.004803708,0.309,-0.510041521,0.777,-0.109578981,31.621,1.4999756,11.024,1.042339205,4.44,0.64738297,2.482882883,0.394956234,-84.116667,10.133333
C_solanifolius_MO-1052295,C_solanifolius,3.897,0.590730406,0.542,-0.266000713,1.04,0.017033339,0.521153846,-0.283034053,165.127,2.217818091,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-84.116667,10.133333
C_solanifolius_MO-1052296,C_solanifolius,4.232,0.626545659,0.512,-0.290730039,1.041,0.01745073,0.491834774,-0.308180769,151.474,2.180338094,0.933,-0.030118356,0.292,-0.534617149,0.734,-0.13430394,48.876,1.689095656,14.512,1.16172727,5.416,0.733678656,2.679468242,0.428048614,-84.25,10.138889
C_solanifolius_MO-1052296,C_solanifolius,4.464,0.649724186,0.648,-0.188424994,1.067,0.028164419,0.607310216,-0.216589414,158.82,2.200905192,N/A,N/A,N/A,N/A,N/A,N/A,48.923,1.68951308,14.876,1.17248617,5.359,0.729083757,2.775891024,0.443402413,-84.25,10.138889
C_solanifolius_MO-1052298,C_solanifolius,4.778,0.679246145,0.71,-0.148741651,0.833,-0.079354999,0.852340936,-0.069386653,176.326,2.246316356,1.312,0.117933835,0.246,-0.609064893,0.668,-0.175223538,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-84.833333,10.333333
C_solanifolius_MO-1052299,C_solanifolius,4.037,0.606058749,0.609,-0.215382707,1.057,0.024074987,0.57615894,-0.239457695,167.525,2.224079627,N/A,N/A,N/A,N/A,N/A,N/A,13.595,1.133379212,7.736,0.888516461,2.987,0.475235223,2.589889521,0.413281238,N/A,N/A
C_solanifolius_MO-1052307,C_solanifolius,4.122,0.615107987,0.49,-0.30980392,1.063,0.026533265,0.460959548,-0.336337184,160.594,2.205729315,1.077,0.032215703,0.202,-0.694648631,0.692,-0.159893906,142.154,2.152759085,20.828,1.318647569,10.796,1.033262876,1.929233049,0.285384693,-85.05,10.668056
C_solanifolius_MO-1052307,C_solanifolius,4.34,0.63748973,0.457,-0.3400838,1.004,0.001733713,0.455179283,-0.341817513,162.093,2.20976426,1.165,0.066325925,0.219,-0.659555885,0.806,-0.093664958,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-85.05,10.668056
C_solanifolius_MO-1052308,C_solanifolius,4.165,0.619615006,0.485,-0.314258261,1.187,0.074450719,0.408593092,-0.38870898,160.77,2.206205012,N/A,N/A,N/A,N/A,N/A,N/A,43.964,1.643097199,16.404,1.214949761,4.43,0.646403726,3.702934537,0.568546034,-84.105556,10.134722
C_solanifolius_MO-1052308,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.964,1.652864939,14.994,1.175917507,4.608,0.66351247,3.25390625,0.512405036,-84.105556,10.134722
C_solanifolius_MO-1052309,C_solanifolius,3.178,0.502153893,0.612,-0.213248578,0.986,-0.006123085,0.620689655,-0.207125493,158.756,2.200730148,N/A,N/A,N/A,N/A,N/A,N/A,72.625,1.861086145,15.002,1.176149161,8.067,0.906712057,1.85967522,0.269437104,-83.121944,9.338889
C_solanifolius_MO-1052310,C_solanifolius,3.608,0.557266529,0.43,-0.366531544,0.883,-0.054039296,0.486976217,-0.312492248,158.526,2.200100501,N/A,N/A,N/A,N/A,N/A,N/A,26.963,1.430768212,10.669,1.028123715,4.207,0.623972512,2.53601141,0.404151203,-84.120833,10.122778
C_solanifolius_MO-1052310,C_solanifolius,3.654,0.562768543,0.525,-0.279840697,0.836,-0.077793723,0.627990431,-0.202046974,150.236,2.176774012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-84.120833,10.122778
C_solanifolius_MO-1052311,C_solanifolius,3.448,0.537567257,0.502,-0.299296283,1.106,0.043755127,0.453887884,-0.34305141,164.481,2.216115738,N/A,N/A,N/A,N/A,N/A,N/A,50.509,1.70336877,11.609,1.064794811,6.581,0.818291891,1.764017627,0.24650292,-83.231944,9.338889
C_solanifolius_MO-1052311,C_solanifolius,3.696,0.567731963,0.489,-0.310691141,1.212,0.08350262,0.403465347,-0.394193761,163.472,2.213443376,N/A,N/A,N/A,N/A,N/A,N/A,50.952,1.707161236,12.06,1.081347308,6.885,0.837903945,1.751633987,0.243443363,-83.231944,9.338889
C_solanifolius_MO-1052312,C_solanifolius,4.107,0.613524703,0.502,-0.299296283,0.933,-0.030118356,0.538049303,-0.269177927,146.652,2.16628799,0.997,-0.001304842,0.227,-0.643974143,0.718,-0.143875556,83.92,1.923865475,18.679,1.271353622,7.654,0.883888458,2.440423308,0.387465164,-85.302778,10.783889
C_solanifolius_MO-1052312,C_solanifolius,4.874,0.687885525,0.362,-0.441291429,0.777,-0.109578981,0.465894466,-0.331712448,148.819,2.172658382,0.768,-0.11463878,0.248,-0.605548319,0.745,-0.127843727,69.493,1.84194106,16.62,1.220631019,7.087,0.850462433,2.345138987,0.370168587,-85.302778,10.783889
C_solanifolius_MO-1052328,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.758,1.357134093,10.269,1.011528154,3.823,0.582404298,2.686110385,0.429123856,-83.783333,9.755556
C_solanifolius_MO-1052328,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.453,1.370198404,10.056,1.002425265,3.67,0.564666064,2.740054496,0.4377592,-83.783333,9.755556
C_solanifolius_MO-1190840,C_solanifolius,4.278,0.63124078,0.691,-0.160521953,1.237,0.0923697,0.558609539,-0.252891652,166.792,2.222175216,N/A,N/A,N/A,N/A,N/A,N/A,49.057,1.690700986,15.978,1.203522417,4.82,0.683047038,3.314937759,0.520475379,-78.666667,-6.166667
C_solanifolius_MO-1190841,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,104.092,2.017417353,22.1,1.344392274,7.066,0.849173633,3.127653552,0.495218641,-67.333333,10.416667
C_solanifolius_MO-1228984,C_solanifolius,3.567,0.552303109,0.336,-0.473660723,1.029,0.012415375,0.326530612,-0.486076097,166.727,2.222005936,1.151,0.061075324,0.25,-0.602059991,0.499,-0.301899454,27.58,1.440594262,10.737,1.030882953,3.916,0.592842683,2.741828396,0.43804027,-67.333333,10.416667
C_solanifolius_MO-1292476,C_solanifolius,4.961,0.695569227,0.81,-0.091514981,1.127,0.051923916,0.718722272,-0.143438897,158.522,2.200089543,1.81,0.257678575,0.282,-0.549750892,0.938,-0.027797162,83.968,1.924113809,16.468,1.216640858,8.232,0.915505362,2.000485909,0.301135497,N/A,N/A
C_solanifolius_MO-1292476,C_solanifolius,5.085,0.706290957,0.849,-0.07109231,1.277,0.106190897,0.664839468,-0.177283207,158.879,2.201066498,1.661,0.220369632,0.343,-0.46470588,0.913,-0.039529222,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_solanifolius_MO-1292477,C_solanifolius,3.927,0.594060901,0.644,-0.191114133,1.017,0.007320953,0.633235005,-0.198435086,160.845,2.206407565,0.976,-0.010550182,0.257,-0.590066877,0.693,-0.159266765,41.237,1.615287063,11.854,1.073864923,5.096,0.707229419,2.326138148,0.366635504,N/A,N/A
C_solanifolius_MO-1292478,C_solanifolius,4.12,0.614897216,0.562,-0.250263684,1.027,0.011570444,0.547224927,-0.261834128,151.095,2.179250093,1.049,0.020775488,0.3,-0.522878745,0.745,-0.127843727,111.202,2.046112598,19.788,1.296401902,8.502,0.929521101,2.327452364,0.366880801,N/A,N/A
C_solanifolius_MO-1292479,C_solanifolius,4.623,0.664923893,0.792,-0.101274818,1.116,0.047664195,0.709677419,-0.148939013,162.616,2.211163274,1.737,0.239799818,0.285,-0.54515514,0.786,-0.104577454,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_solanifolius_MO-1292480,C_solanifolius,4.949,0.694517454,0.967,-0.014573526,1.573,0.196728723,0.614748887,-0.211302249,159.578,2.202973018,N/A,N/A,N/A,N/A,N/A,N/A,66.917,1.825536463,15.624,1.19379223,6.494,0.812512284,2.405913151,0.381279946,N/A,N/A
C_solanifolius_MO-1292481,C_solanifolius,3.872,0.587935349,0.479,-0.319664487,1.061,0.025715384,0.451460886,-0.34537987,157.465,2.197184038,1.038,0.016197354,0.372,-0.42945706,0.667,-0.175874166,69.098,1.839465477,16.228,1.210264999,6.727,0.827821428,2.412368069,0.382443571,-75.25,5.666667
C_solanifolius_MO-1292482,C_solanifolius,4.207,0.623972512,0.561,-0.251037139,1.07,0.029383778,0.524299065,-0.280420916,167.503,2.22402259,0.834,-0.078833949,0.33,-0.48148606,0.647,-0.189095719,24.29,1.385427515,9.66,0.984977126,3.522,0.546789352,2.742759796,0.438187775,-78.783333,-0.683333
C_solanifolius_MO-1292482,C_solanifolius,4.466,0.649918719,0.605,-0.218244625,0.859,-0.066006836,0.704307334,-0.152237789,163.183,2.212674913,0.982,-0.007888512,0.383,-0.416801226,0.702,-0.153662888,20.627,1.314436069,9.278,0.967454368,3.337,0.523356207,2.780341624,0.444098162,-78.783333,-0.683333
C_solanifolius_MO-1292486,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.639,1.976070143,19.453,1.288986587,7.447,0.871981354,2.612192829,0.417005233,-77.966667,1.166667
C_solanifolius_MO-1292486,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.385,1.921087933,17.974,1.254644737,7.123,0.852662944,2.523374982,0.401981793,-77.966667,1.166667
C_solanifolius_MO-1292487,C_solanifolius,4.603,0.663040975,0.399,-0.399027104,0.979,-0.009217308,0.407558733,-0.389809796,164.157,2.215259407,0.744,-0.128427064,0.329,-0.482804102,0.656,-0.183096161,54.768,1.738526882,13.277,1.123099955,6.191,0.791760804,2.144564691,0.331339151,-78.533333,0.416667
C_solanifolius_MO-1292487,C_solanifolius,4.7,0.672097858,0.518,-0.28567024,1.23,0.089905111,0.421138211,-0.375575352,169.302,2.228662089,0.823,-0.084600165,0.272,-0.565431096,0.622,-0.206209615,56.072,1.748746047,14.936,1.174234305,5.642,0.751433082,2.647288196,0.422801223,-78.533333,0.416667
C_solanifolius_MO-1292488,C_solanifolius,4.054,0.607883744,0.579,-0.237321436,0.975,-0.010995384,0.593846154,-0.226326052,162.615,2.211160603,0.826,-0.083019953,0.32,-0.494850022,0.632,-0.199282922,45.718,1.660087223,13.958,1.144823194,5.198,0.715836275,2.685263563,0.428986919,-78.033333,0.85
C_solanifolius_MO-1292489,C_solanifolius,4.987,0.697839368,0.723,-0.140861703,1.358,0.13289977,0.532400589,-0.273761473,148.254,2.17100642,1.52,0.181843588,0.396,-0.402304814,1.059,0.02489596,88.908,1.948940841,16.354,1.213623993,7.963,0.901076716,2.053748587,0.312547278,-76.083333,4
C_solanifolius_MO-1292489,C_solanifolius,4.62,0.664641976,0.46,-0.337242168,1.217,0.085290578,0.377978636,-0.422532747,152.984,2.184646012,1.692,0.228400359,0.36,-0.443697499,0.944,-0.025028006,71.789,1.856057904,14.792,1.170026898,7.195,0.857030798,2.055872133,0.3129961,-76.083333,4
C_solanifolius_MO-1292490,C_solanifolius,3.913,0.592509848,0.449,-0.347753659,0.91,-0.040958608,0.493406593,-0.306795051,149.307,2.174080169,0.917,-0.037630664,0.288,-0.540607512,0.688,-0.162411562,122.213,2.087117405,18.645,1.270562388,9.86,0.993876915,1.890973631,0.276685473,-77.883333,1.1
C_solanifolius_MO-1292492,C_solanifolius,4.711,0.673113104,0.713,-0.14691047,1.469,0.167021796,0.485364193,-0.313932266,168.176,2.225764019,0.761,-0.118615343,0.342,-0.465973894,0.804,-0.094743951,88.23,1.945616279,14.793,1.170056257,8.044,0.905472062,1.839010443,0.264584195,-78.583333,0.166667
C_solanifolius_MO-1292493,C_solanifolius,4.294,0.63286204,0.633,-0.19859629,0.911,-0.040481623,0.694840834,-0.158114667,145.421,2.162627127,1.571,0.196176185,0.302,-0.519993057,0.624,-0.20481541,17.724,1.248561741,9.607,0.982587791,2.897,0.461948495,3.316189161,0.520639295,-79,-0.916667
C_solanifolius_MO-1292493,C_solanifolius,4.569,0.659821158,0.563,-0.249491605,0.885,-0.053056729,0.636158192,-0.196434876,150.371,2.177164088,1.506,0.177824972,0.224,-0.649751982,0.695,-0.158015195,15.967,1.203223325,9.88,0.994756945,2.578,0.411282913,3.832428239,0.583474032,-79,-0.916667
C_solanifolius_MO-1292494,C_solanifolius,3.274,0.515078675,0.463,-0.334419009,0.833,-0.079354999,0.555822329,-0.25506401,165.361,2.21843309,1.351,0.130655349,0.307,-0.512861625,0.649,-0.187755303,96.761,1.985700348,20.135,1.303951634,7.415,0.870111155,2.715441672,0.433840479,N/A,N/A
C_solanifolius_MO-1292494,C_solanifolius,3.358,0.526080692,0.377,-0.42365865,0.874,-0.058488567,0.431350114,-0.365170082,170.225,2.231023343,1.363,0.134495856,0.253,-0.596879479,0.606,-0.217527376,96.241,1.983360127,19.362,1.286950216,7.182,0.856245401,2.695906433,0.430704815,N/A,N/A
C_solanifolius_MO-1292496,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,114.3,2.05804623,20.948,1.321142565,8.877,0.94826622,2.359806241,0.372876345,-71.25,8.75
C_solanifolius_MO-1292497,C_solanifolius,4.46,0.649334859,0.723,-0.140861703,0.986,-0.006123085,0.73326572,-0.134738618,150.604,2.177836507,1.136,0.055378331,0.284,-0.54668166,0.714,-0.146301788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C_solanifolius_MO-1292498,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,139.385,2.144216039,23.628,1.373426962,9.102,0.959136831,2.595912986,0.414290131,N/A,N/A
C_solanifolius_MO-1292498,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110.676,2.044053455,21.383,1.330068636,7.419,0.870345371,2.882194366,0.459723265,N/A,N/A
C_solanifolius_MO-1292500,C_solanifolius,3.947,0.596267126,0.56,-0.251811973,0.74,-0.13076828,0.756756757,-0.121043693,171.734,2.234856286,0.898,-0.046723663,0.247,-0.607303047,0.719,-0.14327111,47.103,1.673048568,13.98,1.145507171,5.415,0.733598461,2.581717452,0.41190871,N/A,N/A
C_solanifolius_MO-1292500,C_solanifolius,4.11,0.613841822,0.618,-0.209011525,0.754,-0.122628654,0.819628647,-0.086382871,167.136,2.223070004,1.195,0.077367905,0.284,-0.54668166,0.702,-0.153662888,39.534,1.596970758,13.707,1.136942413,4.856,0.686278678,2.822693575,0.450663735,N/A,N/A
C_solanifolius_MO-1292502,C_solanifolius,3.859,0.586474779,0.494,-0.306273051,0.874,-0.058488567,0.565217391,-0.247784484,168.802,2.227377588,1.254,0.098297536,0.379,-0.42136079,0.889,-0.051098239,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-75.333333,5.75
C_solanifolius_MO-1292504,C_solanifolius,3.08,0.488550717,0.586,-0.232102384,1.379,0.139564266,0.424945613,-0.37166665,178.525,2.251699042,1.412,0.149834697,0.262,-0.581698709,0.714,-0.146301788,55.339,1.743031307,14.647,1.165748682,5.579,0.746556361,2.625380893,0.41919232,-78.75,6.166667
C_solanifolius_MO-1292505,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,119.775,2.07836618,22.057,1.343546443,8.801,0.944532021,2.506192478,0.399014422,-77.883333,1.1
C_solanifolius_MO-1292509,C_solanifolius,4.303,0.633771346,0.674,-0.171340103,0.793,-0.100726813,0.849936948,-0.070613291,148.234,2.170947828,1.045,0.01911629,0.23,-0.638272164,0.669,-0.174573882,89.073,1.94974608,16.077,1.206205012,8.034,0.904931827,2.001120239,0.301273184,-78.366667,-0.416667
C_solanifolius_MO-1292510,C_solanifolius,3.078,0.488268615,0.574,-0.241088108,1.001,0.000434077,0.573426573,-0.241522185,172.336,2.236376009,1.314,0.118595365,0.254,-0.595166283,0.622,-0.206209615,55.693,1.745800613,16.739,1.223729509,5.668,0.753429842,2.953246295,0.470299668,-78.966667,-1.15
C_solanifolius_MO-1292510,C_solanifolius,3.492,0.543074235,0.421,-0.375717904,1.054,0.022840611,0.39943074,-0.398558515,161.803,2.20898657,1.344,0.128399269,0.288,-0.540607512,0.619,-0.208309351,51.772,1.714094943,15.091,1.178718019,5.606,0.748653093,2.69193721,0.430064926,-78.966667,-1.15
C_solanifolius_MO-1292511,C_solanifolius,2.904,0.462996612,0.453,-0.343901798,1.078,0.032618761,0.420222635,-0.376520559,152.439,2.183096091,2,0,0.239,-0.621602099,0.715,-0.145693958,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-78.333333,0.883333
C_solanifolius_MO-1292513,C_solanifolius,4.574,0.66029616,0.734,-0.13430394,1.408,0.148602655,0.521306818,-0.282906595,160.691,2.205991553,0.857,-0.067019178,0.335,-0.474955193,0.623,-0.205511953,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-78.5,0.083333
C_solanifolius_MO-1292514,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.999,1.832502526,14.712,1.167671716,6.47,0.810904281,2.273879444,0.356767436,-78.802778,-0.231389
C_solanifolius_MO-1292514,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.143,1.833421249,14.728,1.168143775,6.831,0.834484285,2.156053286,0.33365949,-78.802778,-0.231389
C_solanifolius_MO-1292517,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.199,1.717662183,14.402,1.158422807,5.803,0.763652571,2.481819748,0.394770236,-79.083333,-2.483333
C_solanifolius_MO-1292561,C_solanifolius,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.376,1.970235266,20.327,1.308073287,7.14,0.853698212,2.846918768,0.454375075,N/A,N/A
C_solanifolius_MO-1510264,C_solanifolius,3.698,0.567966907,0.546,-0.262807357,1.119,0.048830087,0.487935657,-0.311637444,178.711,2.252151285,1.229,0.089551883,0.281,-0.55129368,0.726,-0.139063379,47.494,1.676638748,14.741,1.168526946,4.841,0.684935083,3.045032018,0.483591864,N/A,N/A
C_solanifolius_MO-1982176,C_solanifolius,3.785,0.578065884,0.612,-0.213248578,0.631,-0.199970641,0.969889065,-0.013277937,168.367,2.226256974,1.371,0.137037455,0.306,-0.514278574,0.764,-0.116906641,48.148,1.682578252,14.298,1.155275293,4.793,0.680607429,2.983100355,0.474667864,-78.644722,-4.213333
C_solanifolius_MO-2021741,C_solanifolius,4.158,0.618884485,0.478,-0.320572103,1.206,0.081347308,0.396351575,-0.401919411,154.434,2.18874292,1.141,0.057285644,0.313,-0.504455662,0.78,-0.107905397,50.515,1.703420357,14.145,1.150602952,5.411,0.733277534,2.614119386,0.417325418,-78.616667,0.016667
C_solanifolius_MO-2021745,C_solanifolius,4.229,0.626237685,0.541,-0.266802735,1.148,0.059941888,0.471254355,-0.326744623,166.6,2.221674997,0.832,-0.079876674,0.405,-0.392544977,0.644,-0.191114133,55.019,1.740512693,13.319,1.124471619,6.618,0.820726763,2.012541553,0.303744856,-78.616667,-0.080278
C_solanifolius_MO-2021785,C_solanifolius,2.72,0.434568904,0.405,-0.392544977,0.908,-0.041914151,0.446035242,-0.350630825,159.489,2.202730735,2.096,0.321391278,0.407,-0.390405591,0.724,-0.140261434,11.394,1.056676215,6.826,0.834166284,2.554,0.407220893,2.672670321,0.426945391,-79.066667,-3.966667
C_solanifolius_MO-2021788,C_solanifolius,4.258,0.629205657,0.483,-0.316052869,1.287,0.109578547,0.375291375,-0.425631416,150.425,2.17732002,1.562,0.19368103,0.26,-0.585026652,0.832,-0.079876674,114.829,2.060051583,22.318,1.348655273,7.661,0.884285462,2.913196711,0.464369811,-79.740278,-3.659167
